order_book_id,symbol,bond_price,conversion_premium,weighted_score,date,rank
113520.XSHG,百合转债,103.45,-0.049418879768228,49.2540560115886,2018-12-24,12
128043.XSHE,东音转债,94.6,0.0497844660194173,49.78922330097086,2018-12-24,13
123007.XSHE,道氏转债,97.657,0.0293941747572814,50.298208737864066,2018-12-24,14
113514.XSHG,威帝转债,91.22,0.1157487603305785,51.39743801652892,2018-12-24,15
123017.XSHE,寒锐转债,98.74,0.0452484541439333,51.63242270719666,2018-12-24,16
113522.XSHG,旭升转债,102.57,0.0124760991735537,51.908804958677685,2018-12-24,17
113506.XSHG,鼎信转债,107.61,-0.0252064853556486,52.54467573221757,2018-12-24,18
110047.XSHG,山鹰转债,99.9,0.0525741324921136,52.57870662460569,2018-12-24,19
128041.XSHE,盛路转债,105.9,-0.1606082949308756,44.91958525345622,2019-01-02,0
123012.XSHE,万顺转债,93.41,0.0022598673300164,46.817993366500815,2019-01-02,1
127008.XSHE,特发转债,104.25,-0.0949871959026887,47.37564020486556,2019-01-02,2
128050.XSHE,钧达转债,93.861,0.0182326047904191,47.842130239520955,2019-01-02,3
123011.XSHE,德尔转债,95.913,0.0063380792316927,48.273403961584634,2019-01-02,4
128038.XSHE,利欧转债,89.301,0.0741099300699301,48.355996503496506,2019-01-02,5
128049.XSHE,华源转债,91.787,0.0509750151057402,48.44225075528701,2019-01-02,6
123015.XSHE,蓝盾转债,91.2,0.0573386454183268,48.46693227091634,2019-01-02,7
123014.XSHE,凯发转债,94.25,0.0269217914438502,48.47108957219251,2019-01-02,8
110044.XSHG,广电转债,99.6,-0.0251614730878186,48.54192634560907,2019-01-02,9
128039.XSHE,三力转债,94.558,0.0283402607076348,48.696013035381746,2019-01-02,10
123013.XSHE,横河转债,91.98,0.0646685,49.223425,2019-01-02,11
113016.XSHG,小康转债,97.79,0.0071784431137724,49.25392215568862,2019-01-02,12
113506.XSHG,鼎信转债,100.79,-0.0026949268738574,50.260253656307135,2019-01-02,13
128043.XSHE,东音转债,94.13,0.0716194223107569,50.64597111553784,2019-01-02,14
113521.XSHG,科森转债,92.65,0.0953996036988109,51.094980184940546,2019-01-02,15
113520.XSHG,百合转债,108.5,-0.0614749999999999,51.17625,2019-01-02,16
113522.XSHG,旭升转债,103.23,0.0040546579804561,51.81773289902281,2019-01-02,17
123017.XSHE,寒锐转债,96.2,0.0759453746911884,51.89726873455942,2019-01-02,18
113523.XSHG,伟明转债,100.43,0.0490330131004368,52.66665065502184,2019-01-02,19
128038.XSHE,利欧转债,89.99,0.0529442176870746,47.64221088435373,2019-01-07,0
123012.XSHE,万顺转债,97.383,-0.015518734375,47.915563281249995,2019-01-07,1
128041.XSHE,盛路转债,111.6,-0.1421139664804471,48.69430167597764,2019-01-07,2
113524.XSHG,奇精转债,95.92,0.0163526202440775,48.77763101220388,2019-01-07,3
128049.XSHE,华源转债,94.005,0.0372021834061133,48.86260917030566,2019-01-07,4
128050.XSHE,钧达转债,95.9,0.0260167322834645,49.25083661417323,2019-01-07,5
123015.XSHE,蓝盾转债,96.1,0.0243626373626373,49.26813186813186,2019-01-07,6
128039.XSHE,三力转债,99.031,0.0093211867364746,49.981559336823736,2019-01-07,7
123013.XSHE,横河转债,93.771,0.0641169852941176,50.09134926470588,2019-01-07,8
123011.XSHE,德尔转债,99.9,0.0129071925754062,50.59535962877031,2019-01-07,9
123014.XSHE,凯发转债,99.25,0.023908227848101,50.82041139240505,2019-01-07,10
113521.XSHG,科森转债,94.35,0.077082270408163,51.029113520408146,2019-01-07,11
113520.XSHG,百合转债,108.97,-0.0591201905626133,51.528990471869335,2019-01-07,12
113016.XSHG,小康转债,98.5,0.0458024691358025,51.54012345679013,2019-01-07,13
123017.XSHE,寒锐转债,98.13,0.0499755383403359,51.563776917016796,2019-01-07,14
128043.XSHE,东音转债,96.457,0.0756131804878048,52.009159024390236,2019-01-07,15
113514.XSHG,威帝转债,92.52,0.1200785276073622,52.263926380368105,2019-01-07,16
110044.XSHG,广电转债,107.43,-0.0245186596583442,52.489067017082796,2019-01-07,17
123007.XSHE,道氏转债,97.33,0.084615835777126,52.8957917888563,2019-01-07,18
113519.XSHG,长久转债,100.62,0.0536539737991268,52.99269868995634,2019-01-07,19
128038.XSHE,利欧转债,93.639,0.0390908387096773,48.774041935483865,2019-01-14,0
128050.XSHE,钧达转债,98.899,-0.0064398059149723,49.12750970425139,2019-01-14,1
123013.XSHE,横河转债,97.999,0.0060651219512195,49.30275609756097,2019-01-14,2
123012.XSHE,万顺转债,99.651,-0.0080892769230769,49.42103615384615,2019-01-14,3
128049.XSHE,华源转债,94.868,0.0513149707602338,49.99974853801169,2019-01-14,4
113524.XSHG,奇精转债,97.51,0.0429330434782608,50.90165217391304,2019-01-14,5
128039.XSHE,三力转债,100.11,0.0274910369068541,51.42955184534271,2019-01-14,6
123011.XSHE,德尔转债,101.0,0.0199191218948586,51.49595609474293,2019-01-14,7
113521.XSHG,科森转债,95.05,0.0836910828025476,51.70955414012738,2019-01-14,8
127008.XSHE,特发转债,130.5,-0.2663432835820896,51.93283582089552,2019-01-14,9
123015.XSHE,蓝盾转债,98.4,0.0546740331491715,51.93370165745858,2019-01-14,10
113016.XSHG,小康转债,100.61,0.0356026331537999,52.08513165768999,2019-01-14,11
123014.XSHE,凯发转债,102.0,0.0275648949320148,52.37824474660074,2019-01-14,12
113506.XSHG,鼎信转债,103.67,0.0243977635782746,53.05488817891373,2019-01-14,13
128043.XSHE,东音转债,98.04,0.0816575289575289,53.10287644787645,2019-01-14,14
113520.XSHG,百合转债,110.61,-0.0432234999999999,53.14382500000001,2019-01-14,15
113514.XSHG,威帝转债,94.19,0.1310442190669372,53.64721095334686,2019-01-14,16
128041.XSHE,盛路转债,118.12,-0.1030181015452539,53.90909492273731,2019-01-14,17
113515.XSHG,高能转债,98.84,0.0920131919905771,54.020659599528855,2019-01-14,18
128034.XSHE,江银转债,100.512,0.0855295999999998,54.53247999999999,2019-01-14,19
128038.XSHE,利欧转债,93.996,0.0363661538461537,48.81630769230768,2019-01-21,0
123012.XSHE,万顺转债,100.3,-0.0212051282051282,49.08974358974359,2019-01-21,1
123004.XSHE,铁汉转债,94.44,0.0438105263157895,49.410526315789475,2019-01-21,2
128052.XSHE,凯龙转债,105.86,-0.0648362484157161,49.688187579214194,2019-01-21,3
128049.XSHE,华源转债,94.828,0.063308047337278,50.5794023668639,2019-01-21,4
128050.XSHE,钧达转债,97.578,0.0491324035608307,51.245620178041534,2019-01-21,5
123015.XSHE,蓝盾转债,98.312,0.0422146448087432,51.26673224043716,2019-01-21,6
113524.XSHG,奇精转债,97.5,0.0504379562043795,51.271897810218974,2019-01-21,7
123011.XSHE,德尔转债,101.8,0.0116338828880044,51.481694144400215,2019-01-21,8
128039.XSHE,三力转债,100.367,0.0319423943661973,51.780619718309865,2019-01-21,9
113521.XSHG,科森转债,95.59,0.0898477707006368,52.287388535031845,2019-01-21,10
113016.XSHG,小康转债,100.05,0.0454799513973267,52.29899756986633,2019-01-21,11
128043.XSHE,东音转债,99.256,0.0642552345215761,52.8407617260788,2019-01-21,12
113514.XSHG,威帝转债,94.61,0.1135013916500995,52.980069582504974,2019-01-21,13
110050.XSHG,佳都转债,105.09,0.0276328413284132,53.92664206642066,2019-01-21,14
113520.XSHG,百合转债,111.29,-0.0307328604118993,54.10835697940504,2019-01-21,15
113523.XSHG,伟明转债,101.1,0.0776791443850268,54.43395721925134,2019-01-21,16
123013.XSHE,横河转债,97.41,0.1191272952853597,54.66136476426799,2019-01-21,17
128034.XSHE,江银转债,101.55,0.0925777988614802,55.403889943074006,2019-01-21,18
113519.XSHG,长久转债,102.74,0.0815211589113256,55.44605794556628,2019-01-21,19
128038.XSHE,利欧转债,90.84,0.0701698630136986,48.92849315068493,2019-01-28,0
123012.XSHE,万顺转债,99.45,0.0085289968652038,50.15144984326019,2019-01-28,1
123018.XSHE,溢利转债,97.71,0.0310427854454202,50.40713927227101,2019-01-28,2
113524.XSHG,奇精转债,98.41,0.0330950213371266,50.859751066856326,2019-01-28,3
128052.XSHE,凯龙转债,104.71,-0.0294831117021277,50.88084441489361,2019-01-28,4
128049.XSHE,华源转债,95.233,0.0824531681681681,51.73915840840841,2019-01-28,5
128050.XSHE,钧达转债,96.041,0.0868981467985421,52.3654073399271,2019-01-28,6
123004.XSHE,铁汉转债,92.254,0.1256680733944955,52.41040366972478,2019-01-28,7
123011.XSHE,德尔转债,104.63,0.0021547397260273,52.42273698630136,2019-01-28,8
128039.XSHE,三力转债,99.9,0.0530974729241877,52.604873646209384,2019-01-28,9
113016.XSHG,小康转债,99.9,0.0567527675276751,52.78763837638376,2019-01-28,10
128043.XSHE,东音转债,99.012,0.0706784862819298,53.03992431409649,2019-01-28,11
123015.XSHE,蓝盾转债,97.88,0.0955030769230769,53.71515384615384,2019-01-28,12
123013.XSHE,横河转债,96.86,0.1296267002518892,54.911335012594456,2019-01-28,13
128041.XSHE,盛路转债,109.787,0.0004431258278145,54.915656291390725,2019-01-28,14
113506.XSHG,鼎信转债,108.77,0.0159061691113027,55.18030845556513,2019-01-28,15
113521.XSHG,科森转债,94.65,0.1636229395604394,55.506146978021974,2019-01-28,16
123014.XSHE,凯发转债,101.27,0.0975405585106383,55.51202792553191,2019-01-28,17
113514.XSHG,威帝转债,94.13,0.1756320675105485,55.84660337552742,2019-01-28,18
113520.XSHG,百合转债,113.3,-0.0064059907834101,56.32970046082949,2019-01-28,19
123018.XSHE,溢利转债,99.45,-0.0031293206197855,49.56853396901073,2019-02-11,0
128038.XSHE,利欧转债,90.2,0.1081714285714286,50.50857142857143,2019-02-11,1
113507.XSHG,天马转债,102.62,0.0017343046357616,51.39671523178808,2019-02-11,2
123012.XSHE,万顺转债,99.95,0.0297396496815285,51.46198248407643,2019-02-11,3
128049.XSHE,华源转债,95.95,0.074469674556213,51.698483727810654,2019-02-11,4
123004.XSHE,铁汉转债,94.1,0.0946326530612244,51.781632653061216,2019-02-11,5
113016.XSHG,小康转债,100.33,0.0464984839296542,52.48992419648271,2019-02-11,6
123001.XSHE,蓝标转债,100.333,0.0572988508557457,53.03144254278728,2019-02-11,7
123015.XSHE,蓝盾转债,98.6,0.0746292134831458,53.03146067415729,2019-02-11,8
128039.XSHE,三力转债,98.949,0.0781010447761192,53.37955223880596,2019-02-11,9
113524.XSHG,奇精转债,98.21,0.0866413793103446,53.43706896551723,2019-02-11,10
123013.XSHE,横河转债,97.405,0.0986239951278926,53.633699756394634,2019-02-11,11
128052.XSHE,凯龙转债,105.75,0.0222988904299583,53.98994452149792,2019-02-11,12
123011.XSHE,德尔转债,102.299,0.0672554580722171,54.51227290361086,2019-02-11,13
128043.XSHE,东音转债,99.0,0.1093823529411764,54.96911764705882,2019-02-11,14
128025.XSHE,特一转债,97.8,0.1393487698986975,55.86743849493487,2019-02-11,15
113514.XSHG,威帝转债,94.98,0.1738655532359081,56.18327766179541,2019-02-11,16
113521.XSHG,科森转债,95.45,0.1702431506849313,56.23715753424656,2019-02-11,17
113520.XSHG,百合转债,114.76,-0.0136030713640469,56.69984643179766,2019-02-11,18
127008.XSHE,特发转债,128.001,-0.1458200984251968,56.70949507874016,2019-02-11,19
123018.XSHE,溢利转债,102.75,0.0013064889918887,51.440324449594435,2019-02-18,1
128038.XSHE,利欧转债,95.0,0.0893333333333332,51.96666666666666,2019-02-18,2
128049.XSHE,华源转债,101.618,0.0423418157181572,52.92609078590786,2019-02-18,3
113521.XSHG,科森转债,100.81,0.0527998833138854,53.04499416569427,2019-02-18,4
113524.XSHG,奇精转债,100.8,0.0695959741193386,53.87979870596693,2019-02-18,5
123013.XSHE,横河转债,100.704,0.0718609655172413,53.945048275862064,2019-02-18,6
123001.XSHE,蓝标转债,105.25,0.0286337868480726,54.05668934240363,2019-02-18,7
113016.XSHG,小康转债,102.8,0.059412822049131,54.370641102456545,2019-02-18,8
128043.XSHE,东音转债,103.78,0.0516005319148935,54.47002659574468,2019-02-18,9
123004.XSHE,铁汉转债,102.81,0.0627251295336788,54.54125647668394,2019-02-18,10
128039.XSHE,三力转债,103.236,0.0595751142355009,54.596755711775046,2019-02-18,11
123011.XSHE,德尔转债,105.35,0.0481035856573703,55.080179282868514,2019-02-18,12
123012.XSHE,万顺转债,110.12,0.0020765119549928,55.16382559774964,2019-02-18,13
128052.XSHE,凯龙转债,109.223,0.0150457466666666,55.36378733333333,2019-02-18,14
128036.XSHE,金农转债,94.698,0.1724514285714287,55.97157142857143,2019-02-18,15
113514.XSHG,威帝转债,97.88,0.1428986193293886,56.08493096646943,2019-02-18,16
128050.XSHE,钧达转债,99.18,0.1348279999999999,56.331399999999995,2019-02-18,17
113526.XSHG,联泰转债,106.87,0.0626572697899838,56.56786348949919,2019-02-18,18
128025.XSHE,特一转债,100.425,0.1282920446615494,56.627102233077466,2019-02-18,19
113515.XSHG,高能转债,105.78,0.0832056768558953,57.05028384279477,2019-02-18,20
128038.XSHE,利欧转债,100.9,0.0149005847953216,51.195029239766086,2019-02-25,0
128036.XSHE,金农转债,99.969,0.070937394209354,53.5313697104677,2019-02-25,1
113521.XSHG,科森转债,105.29,0.0298857923497266,54.139289617486334,2019-02-25,2
113514.XSHG,威帝转债,100.97,0.075076258992806,54.2388129496403,2019-02-25,3
128049.XSHE,华源转债,104.607,0.0433135573122531,54.46917786561266,2019-02-25,4
123011.XSHE,德尔转债,107.5,0.0157297297297296,54.53648648648648,2019-02-25,5
123013.XSHE,横河转债,107.37,0.0197396923076924,54.67198461538462,2019-02-25,6
123001.XSHE,蓝标转债,111.001,-0.0156084156378602,54.720079218106996,2019-02-25,7
128039.XSHE,三力转债,106.261,0.0325528119800333,54.75814059900166,2019-02-25,8
128050.XSHE,钧达转债,100.149,0.0973988205645159,54.944441028225796,2019-02-25,9
113016.XSHG,小康转债,104.57,0.0536637375512591,54.96818687756295,2019-02-25,10
123018.XSHE,溢利转债,113.8,-0.0332747474747475,55.23626262626262,2019-02-25,11
113527.XSHG,维格转债,107.61,0.0372716494845362,55.66858247422681,2019-02-25,12
123004.XSHE,铁汉转债,106.6,0.0476206896551725,55.68103448275862,2019-02-25,13
128052.XSHE,凯龙转债,114.31,-0.0271786324786323,55.79606837606838,2019-02-25,14
113524.XSHG,奇精转债,104.39,0.0737257142857144,55.88128571428572,2019-02-25,15
128043.XSHE,东音转债,110.302,0.0250015121951219,56.4010756097561,2019-02-25,16
113526.XSHG,联泰转债,109.09,0.0385907965970611,56.47453982985306,2019-02-25,17
113523.XSHG,伟明转债,107.62,0.0576295809367299,56.6914790468365,2019-02-25,18
123014.XSHE,凯发转债,105.75,0.0813833124215808,56.94416562107904,2019-02-25,19
128038.XSHE,利欧转债,107.21,-0.0032367567567569,53.44316216216215,2019-03-04,0
123013.XSHE,横河转债,109.81,-0.0011388998035363,54.848055009823184,2019-03-04,1
113514.XSHG,威帝转债,101.67,0.0805859964093358,54.86429982046679,2019-03-04,2
128036.XSHE,金农转债,101.55,0.0830498891352549,54.927494456762744,2019-03-04,3
123011.XSHE,德尔转债,109.75,0.0073142557101599,55.240712785507995,2019-03-04,4
128050.XSHE,钧达转债,101.76,0.0897844334975368,55.36922167487684,2019-03-04,5
113507.XSHG,天马转债,111.46,-0.0054961259079903,55.45519370460048,2019-03-04,6
123014.XSHE,凯发转债,106.23,0.0468857315598549,55.45928657799275,2019-03-04,7
113524.XSHG,奇精转债,104.91,0.0605969863013697,55.48484931506848,2019-03-04,8
123018.XSHE,溢利转债,113.68,-0.0264268839103869,55.51865580448066,2019-03-04,9
128049.XSHE,华源转债,107.0,0.0464987080103358,55.82493540051679,2019-03-04,10
123001.XSHE,蓝标转债,112.65,-0.0030359342915812,56.17320328542094,2019-03-04,11
113527.XSHG,维格转债,108.25,0.0420978120978121,56.229890604890606,2019-03-04,12
113526.XSHG,联泰转债,112.34,0.0042885984023239,56.3844299201162,2019-03-04,13
113016.XSHG,小康转债,104.47,0.0831127185051234,56.39063592525617,2019-03-04,14
128025.XSHE,特一转债,107.02,0.0609741379310346,56.558706896551726,2019-03-04,15
128040.XSHE,华通转债,100.005,0.1314794960474308,56.576474802371536,2019-03-04,16
123015.XSHE,蓝盾转债,113.53,-0.0034018099547511,56.594909502262446,2019-03-04,17
128052.XSHE,凯龙转债,115.0,-0.0067534076827758,57.16232961586121,2019-03-04,18
128043.XSHE,东音转债,108.18,0.0641113597246128,57.295567986230644,2019-03-04,19
123018.XSHE,溢利转债,116.01,-0.0546084302325581,55.2745784883721,2019-03-11,0
128053.XSHE,尚荣转债,118.95,-0.0717014218009479,55.88992890995261,2019-03-11,1
113012.XSHG,骆驼转债,113.01,-0.0111624999999999,55.946875000000006,2019-03-11,2
113527.XSHG,维格转债,110.1,0.0186122448979591,55.980612244897955,2019-03-11,3
113526.XSHG,联泰转债,111.74,0.0047621621621622,56.108108108108105,2019-03-11,4
128049.XSHE,华源转债,110.533,0.0191654202192448,56.22477101096224,2019-03-11,5
113521.XSHG,科森转债,119.37,-0.0595409330985915,56.70795334507043,2019-03-11,6
113514.XSHG,威帝转债,107.97,0.0564998347107439,56.809991735537196,2019-03-11,7
113524.XSHG,奇精转债,110.0,0.0441157556270095,57.20578778135047,2019-03-11,8
113016.XSHG,小康转债,110.21,0.0467211485367198,57.44105742683599,2019-03-11,9
110047.XSHG,山鹰转债,116.72,-0.0180231738035264,57.45884130982368,2019-03-11,10
128052.XSHE,凯龙转债,119.4,-0.0423268124280781,57.583659378596096,2019-03-11,11
127007.XSHE,湖广转债,116.23,-0.0058946004319654,57.82026997840173,2019-03-11,12
113523.XSHG,伟明转债,110.13,0.0630789346246973,58.218946731234865,2019-03-11,13
128050.XSHE,钧达转债,108.488,0.0863791432519573,58.56295716259787,2019-03-11,14
128034.XSHE,江银转债,115.601,0.0177914130434779,58.690070652173894,2019-03-11,15
128025.XSHE,特一转债,109.941,0.0786411334552104,58.90255667276052,2019-03-11,16
128036.XSHE,金农转债,120.0,-0.017531914893617,59.12340425531915,2019-03-11,17
128048.XSHE,张行转债,117.72,0.0061822284908321,59.169111424541605,2019-03-11,18
128043.XSHE,东音转债,112.18,0.0649646179401994,59.33823089700997,2019-03-11,19
128049.XSHE,华源转债,111.4,0.0221793939393939,56.8089696969697,2019-03-18,0
128053.XSHE,尚荣转债,120.15,-0.0638154574132491,56.884227129337546,2019-03-18,1
113521.XSHG,科森转债,113.92,0.0005731108930322,56.988655544651614,2019-03-18,2
128036.XSHE,金农转债,113.3,0.0101445783132529,57.15722891566264,2019-03-18,3
113526.XSHG,联泰转债,112.39,0.0202956489675516,57.20978244837758,2019-03-18,4
113524.XSHG,奇精转债,109.0,0.0570565045992115,57.35282522996057,2019-03-18,5
113527.XSHG,维格转债,113.33,0.0170466706658669,57.517333533293346,2019-03-18,6
113016.XSHG,小康转债,108.73,0.0704957069261591,57.88978534630796,2019-03-18,7
123018.XSHE,溢利转债,121.38,-0.0539334569045412,57.993327154772935,2019-03-18,8
113514.XSHG,威帝转债,108.85,0.0721996672212978,58.03498336106489,2019-03-18,9
113523.XSHG,伟明转债,111.02,0.0559039363817097,58.30519681908548,2019-03-18,10
128052.XSHE,凯龙转债,123.3,-0.0648520130576714,58.40739934711643,2019-03-18,11
110047.XSHG,山鹰转债,119.23,-0.0167204938271604,58.77897530864198,2019-03-18,12
128025.XSHE,特一转债,110.44,0.0743709969788519,58.93854984894259,2019-03-18,13
113522.XSHG,旭升转债,122.0,-0.0349880794701986,59.25059602649007,2019-03-18,14
128033.XSHE,迪龙转债,108.0,0.1082272727272726,59.41136363636363,2019-03-18,15
128034.XSHE,江银转债,117.302,0.0154234198473282,59.42217099236641,2019-03-18,16
127007.XSHE,湖广转债,118.28,0.0072877419354837,59.50438709677419,2019-03-18,17
128050.XSHE,钧达转债,108.01,0.1133889995258415,59.67444997629208,2019-03-18,18
113507.XSHG,天马转债,119.32,0.0004418657565414,59.682093287827065,2019-03-18,19
128056.XSHE,今飞转债,108.339,0.0346983146067414,55.90441573033707,2019-03-25,0
128049.XSHE,华源转债,118.3,-0.052348148148148,56.5325925925926,2019-03-25,1
113524.XSHG,奇精转债,109.0,0.0542857142857142,57.21428571428571,2019-03-25,2
123018.XSHE,溢利转债,121.1,-0.0639237132352943,57.35381433823528,2019-03-25,3
123019.XSHE,中来转债,112.05,0.0273766846361185,57.393834231805926,2019-03-25,4
113521.XSHG,科森转债,113.96,0.0118472222222219,57.57236111111109,2019-03-25,5
128053.XSHE,尚荣转债,120.3,-0.0506677316293929,57.616613418530356,2019-03-25,6
113514.XSHG,威帝转债,109.41,0.0741412935323382,58.41206467661691,2019-03-25,7
113527.XSHG,维格转债,116.29,0.0096914683691238,58.6295734184562,2019-03-25,8
113526.XSHG,联泰转债,115.0,0.0236080983369486,58.68040491684743,2019-03-25,9
128043.XSHE,东音转债,117.359,0.0040519236526945,58.882096182634726,2019-03-25,10
110047.XSHG,山鹰转债,118.41,-0.0063080402010051,58.88959798994974,2019-03-25,11
128025.XSHE,特一转债,113.3,0.0459461009174311,58.94730504587155,2019-03-25,12
113016.XSHG,小康转债,109.03,0.0922050087361674,59.12525043680837,2019-03-25,13
113519.XSHG,长久转债,121.0,-0.0269684775318578,59.15157612340711,2019-03-25,14
113523.XSHG,伟明转债,112.56,0.0579313163064834,59.17656581532417,2019-03-25,15
128039.XSHE,三力转债,118.426,-0.0005667052023121,59.1846647398844,2019-03-25,16
128050.XSHE,钧达转债,110.6,0.0806489887640447,59.33244943820223,2019-03-25,17
123011.XSHE,德尔转债,114.52,0.0426091666666668,59.390458333333335,2019-03-25,18
113528.XSHG,长城转债,110.91,0.0787625905068383,59.39312952534191,2019-03-25,19
128056.XSHE,今飞转债,109.528,0.0258820936639119,56.058104683195594,2019-04-01,0
128053.XSHE,尚荣转债,120.0,-0.0737499999999999,56.31250000000001,2019-04-01,1
123020.XSHE,富祥转债,121.5,-0.0839285714285713,56.55357142857144,2019-04-01,2
128050.XSHE,钧达转债,110.2,0.0393700650759216,57.06850325379608,2019-04-01,3
128049.XSHE,华源转债,119.8,-0.054342022940563,57.182898852971846,2019-04-01,4
113527.XSHG,维格转债,116.47,-0.0183711549295774,57.31644225352113,2019-04-01,5
123019.XSHE,中来转债,111.17,0.037010831809872,57.4355415904936,2019-04-01,6
113524.XSHG,奇精转债,110.56,0.0453975656630365,57.54987828315183,2019-04-01,7
123018.XSHE,溢利转债,122.98,-0.076551964285714,57.6624017857143,2019-04-01,8
113521.XSHG,科森转债,115.04,0.0044956097560975,57.74478048780488,2019-04-01,9
113526.XSHG,联泰转债,118.47,-0.0271076050700467,57.87961974649767,2019-04-01,10
113528.XSHG,长城转债,111.91,0.0411634474797999,58.013172373989995,2019-04-01,11
113514.XSHG,威帝转债,110.98,0.0631093851132686,58.645469255663436,2019-04-01,12
128043.XSHE,东音转债,117.697,-0.0034987333333333,58.673563333333334,2019-04-01,13
123011.XSHE,德尔转债,114.3,0.035751166407465,58.93755832037325,2019-04-01,14
128052.XSHE,凯龙转债,134.013,-0.1569759837545126,59.15770081227437,2019-04-01,15
128040.XSHE,华通转债,109.02,0.0978707124010553,59.403535620052764,2019-04-01,16
113523.XSHG,伟明转债,113.22,0.0591405553382873,59.567027766914364,2019-04-01,17
113016.XSHG,小康转债,108.69,0.1121165972635336,59.95082986317668,2019-04-01,18
128036.XSHE,金农转债,119.7,0.0056890829694324,60.13445414847162,2019-04-01,19
128049.XSHE,华源转债,118.22,-0.0479517021276595,56.71241489361702,2019-04-08,0
128056.XSHE,今飞转债,113.0,0.0231691078561917,57.658455392809586,2019-04-08,1
123018.XSHE,溢利转债,119.517,-0.0408988835877861,57.713555820610694,2019-04-08,2
128053.XSHE,尚荣转债,123.026,-0.073554207317073,57.83528963414635,2019-04-08,3
128050.XSHE,钧达转债,110.2,0.0633590767865066,58.26795383932533,2019-04-08,4
128057.XSHE,博彦转债,113.581,0.0325545454545457,58.418227272727286,2019-04-08,5
113524.XSHG,奇精转债,111.41,0.0547861449647211,58.44430724823605,2019-04-08,6
113514.XSHG,威帝转债,111.16,0.0596895330112721,58.564476650563606,2019-04-08,8
113527.XSHG,维格转债,119.66,-0.0244612534059945,58.60693732970027,2019-04-08,9
113521.XSHG,科森转债,115.81,0.0171732090284593,58.763660451422965,2019-04-08,10
113526.XSHG,联泰转债,118.03,-0.0014094158075601,58.944529209622,2019-04-08,11
128043.XSHE,东音转债,116.2,0.0216661538461537,59.183307692307686,2019-04-08,12
123019.XSHE,中来转债,110.201,0.0876220551257251,59.48160275628625,2019-04-08,13
113528.XSHG,长城转债,112.38,0.0715096214511041,59.765481072555204,2019-04-08,14
110052.XSHG,贵广转债,124.57,-0.0445716037735847,60.056419811320765,2019-04-08,15
113016.XSHG,小康转债,108.94,0.1126888361045129,60.10444180522565,2019-04-08,16
113523.XSHG,伟明转债,115.1,0.0548628352490421,60.2931417624521,2019-04-08,17
113513.XSHG,安井转债,119.92,0.00814679943101,60.3673399715505,2019-04-08,18
113519.XSHG,长久转债,120.0,0.0089761570827489,60.44880785413744,2019-04-08,19
123011.XSHE,德尔转债,117.0,0.0394714104193139,60.473570520965694,2019-04-08,20
128057.XSHE,博彦转债,113.6,-0.0287800192122957,55.36099903938521,2019-04-15,0
128053.XSHE,尚荣转债,118.56,-0.0762044164037853,55.469779179810736,2019-04-15,1
128056.XSHE,今飞转债,109.501,0.0313113573407202,56.31606786703601,2019-04-15,2
128060.XSHE,中装转债,105.732,0.0693155267423015,56.33177633711507,2019-04-15,3
123018.XSHE,溢利转债,115.846,-0.0257351399999999,56.63624300000001,2019-04-15,4
123011.XSHE,德尔转债,108.998,0.0439918027397261,56.698590136986304,2019-04-15,5
113514.XSHG,威帝转债,109.1,0.0451003236245954,56.80501618122977,2019-04-15,6
113527.XSHG,维格转债,115.14,-0.0128971919770771,56.925140401146145,2019-04-15,7
110047.XSHG,山鹰转债,116.42,-0.0180737373737374,57.30631313131313,2019-04-15,8
113016.XSHG,小康转债,106.04,0.0960865384615383,57.82432692307692,2019-04-15,9
128049.XSHE,华源转债,114.91,0.0079590961761295,57.85295480880647,2019-04-15,10
113521.XSHG,科森转债,113.28,0.0303414634146339,58.15707317073169,2019-04-15,11
123019.XSHE,中来转债,108.99,0.073593581081081,58.174679054054046,2019-04-15,12
113528.XSHG,长城转债,109.45,0.0692933333333332,58.18966666666666,2019-04-15,13
113524.XSHG,奇精转债,108.88,0.0792940228341168,58.404701141705836,2019-04-15,14
123020.XSHE,富祥转债,119.2,-0.0211282984531391,58.543585077343046,2019-04-15,16
128025.XSHE,特一转债,113.006,0.0417319212410498,58.58959606205249,2019-04-15,17
128044.XSHE,岭南转债,111.2,0.0599489361702128,58.59744680851064,2019-04-15,18
128018.XSHE,时达转债,106.251,0.1101962833099579,58.635314165497896,2019-04-15,19
128050.XSHE,钧达转债,108.789,0.0858920385674928,58.68910192837464,2019-04-15,20
128060.XSHE,中装转债,106.2,0.021090909090909,54.15454545454545,2019-04-22,0
128050.XSHE,钧达转债,107.463,0.040643928730512,55.7636964365256,2019-04-22,1
123023.XSHE,迪森转债,110.0,0.0199498117942282,55.99749058971141,2019-04-22,2
128053.XSHE,尚荣转债,120.0,-0.0795031055900622,56.02484472049689,2019-04-22,3
123019.XSHE,中来转债,108.621,0.0374144174075805,56.18122087037902,2019-04-22,4
123018.XSHE,溢利转债,116.2,-0.0381476377952755,56.192618110236225,2019-04-22,5
113524.XSHG,奇精转债,109.07,0.0332947368421052,56.19973684210526,2019-04-22,6
113528.XSHG,长城转债,109.05,0.0344562573558258,56.24781286779129,2019-04-22,7
113514.XSHG,威帝转债,110.11,0.0249232704402515,56.30116352201257,2019-04-22,8
113527.XSHG,维格转债,114.39,-0.0176381171067737,56.313094144661314,2019-04-22,9
